Generated using PyEER 0.5.6
Experiment ID,GMean,GSTD,IMean,ISTD,Sensitivity index (d'),AUC,J-Index,J-Index_TH,MCC,MCC_TH,EERlow,EERhigh,EER,ZeroFMR,FMR1000,FMR100,FMR20,FMR10,ZeroFNMR,EER_TH,ZeroFMR_TH,FMR1000_TH,FMR100_TH,FMR20_TH,FMR10_TH,ZeroFNMR_TH
Compass,0.9104895,0.06687516,-0.05845426,0.23594144,5.587654,0.9999754166666668,0.9951666666666666,0.5724015235900879,0.9939880033341745,0.673794150352478,0.0025,0.003416666666666667,0.0029583333333333336,0.01375,0.00625,0.0,0.0,0.0,0.007166666666666667,0.5762677192687988,0.7003417611122131,0.6393632292747498,0.49597132205963135,0.3413724899291992,0.25806504487991333,0.5196034908294678

Legend:
GMean: Genuine scores distribution mean
GSTD: Genuine scores distribution standard deviation
IMean: Impostor scores distribution mean
IVariance: Impostor scores distribution standard deviation
Sensitivity index (d'): See NICE:II protocol evaluation
AUC: Area under the ROC curve
J-Index: Youden's J statistic (Youden's Index)
MCC: Matthews Correlation Coefficient
EER: Equal Error Rate
"EERlow, EERhigh: See FVC2000 protocol evaluation"
FMR: False Match Rate
FNMR: False Non-Match Rate
_TH: Threshold
EER_TH: Threshold for which EERlow and EERHigh were calculated
