Generated using PyEER 0.5.6
Experiment ID,GMean,GSTD,IMean,ISTD,Sensitivity index (d'),AUC,J-Index,J-Index_TH,MCC,MCC_TH,EERlow,EERhigh,EER,ZeroFMR,FMR1000,FMR100,FMR20,FMR10,ZeroFNMR,EER_TH,ZeroFMR_TH,FMR1000_TH,FMR100_TH,FMR20_TH,FMR10_TH,ZeroFNMR_TH
Compass,0.95033926,0.049592916,0.88757944,0.06778735,1.0567226,0.8091673538886086,0.4739062762712272,0.9528099298477173,0.4546434951262516,0.9812390208244324,0.2732447817836812,0.27324894514767933,0.2732468634656803,0.8893105629348513,0.8007590132827325,0.6780518659076534,0.523719165085389,0.4351676154332701,0.9923206751054853,0.9377425312995911,0.9945515990257263,0.9870418906211853,0.9787061810493469,0.9680476188659668,0.9601260423660278,0.6960649490356445

Legend:
GMean: Genuine scores distribution mean
GSTD: Genuine scores distribution standard deviation
IMean: Impostor scores distribution mean
IVariance: Impostor scores distribution standard deviation
Sensitivity index (d'): See NICE:II protocol evaluation
AUC: Area under the ROC curve
J-Index: Youden's J statistic (Youden's Index)
MCC: Matthews Correlation Coefficient
EER: Equal Error Rate
"EERlow, EERhigh: See FVC2000 protocol evaluation"
FMR: False Match Rate
FNMR: False Non-Match Rate
_TH: Threshold
EER_TH: Threshold for which EERlow and EERHigh were calculated
